Accession	GeneName	Description	NC_1	NC_2	NC_3	NC_4	NC_5	HC_1	HC_2	HC_3	HC_4	HC_5	HD_1	HD_2	HD_3	HD_4	HD_5
Q8BVA4	Lmod1	Leiomodin-1	613.7775879	405.8268738	300.3884583	579.394165	815.8319092	388.0227356	563.9790649	253.0195007	248.2676086	575.1494751	505.3847351	443.4007263	292.1208191	192.4917908	434.5411987
Q8BVA5	Ldah	Lipid droplet-associated hydrolase	3578.001709	4187.214844	4460.763672	5171.762207	5769.180176	3296.624023	3699.011475	3250.204102	3268.718994	4210.922363	4193.923828	4412.067383	6846.007324	4785.91748	4508.524414
Q8BVC1	Defb22	Beta-defensin 22	NaN	498.0997009	NaN	530.1488037	5531.331543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8BVD5	Mpp7	MAGUK p55 subfamily member 7	1939.108521	1692.609009	1698.096558	1921.303833	2397.244141	1284.911377	1972.839478	1507.540405	1555.313599	2047.541992	1764.573364	2470.918945	1492.624878	1784.715576	1753.169189
Q8BVD7	C1qtnf7	Complement C1q tumor necrosis factor-related protein 7	1738.049805	1197.779297	1657.214355	595.3725586	2220.150879	NaN	1087.662231	955.4390259	638.4014893	659.1119995	574.7175293	3018.106201	390.3766785	585.5949707	1681.457642
Q8BVE3	Atp6v1h	V-type proton ATPase subunit H	4207.129395	6085.976074	5099.374023	4824.367188	4788.546875	17369.88281	7364.287109	11052.75586	9787.371094	7893.862305	6780.781738	7216.819336	7625.122559	6507.865234	5635.07959
Q8BVF2	Pdcl3	Phosducin-like protein 3	3550.555664	2669.315186	3078.368652	2591.355713	2589.574707	4873.87793	3330.07666	3461.899658	3790.758301	3496.043213	4520.309082	3229.629883	3711.678711	3673.430176	2839.080078
Q8BVF7	Aph1a	Gamma-secretase subunit APH-1A	386.0745239	329.9851379	488.519989	311.9380798	480.2547913	719.9718018	395.4489136	712.4469604	486.7412109	556.6233521	393.3553772	313.1982727	333.0393372	350.1315918	509.1741028
Q8BVG4	Dpp9	Dipeptidyl peptidase 9	682.3516235	592.9865112	588.7832642	609.137207	694.2293091	1049.223022	620.680481	794.272522	924.4780273	797.4552612	682.2194824	781.6383057	701.9081421	790.6317749	713.6175537
Q8BVG5	Galnt14	Polypeptide N-acetylgalactosaminyltransferase 14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8BVH9	Mettl6	tRNA N(3)-cytidine methyltransferase METTL6	236.4154053	234.4907227	376.8208923	332.9550171	321.3906555	220.2209473	146.1052551	441.4331055	274.237854	NaN	170.1733551	155.6882324	316.2533875	268.702179	168.1195831
Q8BVI4	Qdpr	Dihydropteridine reductase	21324.49609	13650.82813	23209.89844	27951.13867	29156.50781	21264.79883	11903.44531	11058.83789	19075.81836	16690.2168	14739.92676	14472.26074	20378.93945	17764.625	25595.26953
Q8BVI5	Stx16	Syntaxin-16	1499.142822	1324.866821	1411.714722	1749.213989	1836.46106	1611.677002	1277.313721	1516.977783	1281.762573	1601.43335	1195.732788	1241.688599	892.5917969	1417.282471	2155.704102
Q8BVK9	Sp110	Sp110 nuclear body protein	206.9654846	753.4680176	691.5628662	711.5569458	746.5836792	793.3343506	918.3213501	1121.051514	891.1852417	983.7631226	692.5852661	834.4213257	2423.068115	788.7554321	933.8068237
Q8BVL3	Snx17	Sorting nexin-17	1001.820984	1298.952393	1422.938232	1124.233643	997.5674438	2079.854736	1436.963501	2152.732422	1681.187622	1555.731934	1607.763672	1620.924316	849.9470825	1342.858643	1224.421997
Q8BVP5	Csnk1g2	Casein kinase I isoform gamma-2	635.6845093	860.2514038	793.0524292	832.5603638	900.4813232	654.3397827	782.9697876	909.5877075	818.642395	1231.443481	811.1918945	866.4577026	864.1982422	1008.520569	843.1622314
Q8BVP6	Lypd4	Ly6/PLAUR domain-containing protein 4	NaN	80.16293335	NaN	NaN	478.6664429	NaN	373.8395691	NaN	NaN	NaN	NaN	NaN	NaN	NaN	394.4223938
Q8BVQ5	Ppme1	Protein phosphatase methylesterase 1	2339.093262	2350.102295	3091.841797	3606.4375	3098.181885	2963.525391	2449.71167	2492.631104	3034.397949	2203.145752	1999.339844	1930.099121	3111.354004	2438.557861	2621.761719
Q8BVR6	Rspry1	RING finger and SPRY domain-containing protein 1	205.8025818	NaN	196.2418518	243.8310547	166.6601868	69.53356934	174.9541168	111.174263	149.5221252	84.65488434	43.63554001	69.37004852	NaN	NaN	146.6799774
Q8BVU0	Lrch3	DISP complex protein LRCH3	891.4710693	963.8356323	1083.483154	964.3665161	872.0388184	1052.52002	1150.904419	1134.845581	1156.636719	1008.263489	900.4146118	929.0036621	1103.966553	1060.147949	820.9014893
Q8BVU5	Nudt9	ADP-ribose pyrophosphatase, mitochondrial	764.4846802	1306.755493	3543.712158	3236.490723	3381.346191	1756.304932	1372.942383	1181.646729	1547.459717	1381.292603	1329.94519	1558.139282	1580.050049	1247.414063	2152.749756
Q8BVW0	Ganc	Neutral alpha-glucosidase C	1373.649048	982.9932251	1176.352783	1523.609741	1614.156616	586.6851807	755.6692505	538.0899048	794.3190308	718.7659912	928.2039185	1027.614258	976.6925049	1022.13562	839.0905762
Q8BVW3	Trim14	Tripartite motif-containing protein 14	1587.568726	1938.12915	1865.913208	2475.131348	2575.638672	2952.369629	2215.932373	2887.064453	1942.005371	2201.783936	1655.142212	1634.485596	2808.713379	2714.401123	2931.573975
Q8BVY0	Rsl1d1	Ribosomal L1 domain-containing protein 1	521.2671509	575.9165039	494.4968567	551.3154297	368.8338928	490.7264099	650.4191895	815.7348022	422.1625061	850.9684448	525.3416748	673.9615479	618.9628296	583.6706543	781.703064
Q8BVZ1	Plin5	Perilipin-5	121.4297943	206.2361908	167.1773834	65.73976135	334.6447144	135.1593018	199.3900299	207.3651886	158.5066681	173.9987946	NaN	98.52057648	351.4026184	91.56513977	256.2780457
Q8BVZ5	Il33	Interleukin-33	796.5742188	501.2390137	198.0390472	124.8750305	420.0965271	394.4509888	144.2754822	319.5188599	84.98836517	203.4326324	NaN	410.5110168	432.9479065	NaN	116.4331818
Q8BW00	Ptrh1	Probable peptidyl-tRNA hydrolase	NaN	NaN	NaN	53.58759689	79.95793152	265.6546936	140.6130219	296.4035034	154.7681885	223.5065002	84.03006744	228.0980682	51.63576508	96.95301819	61.86217499
Q8BW10	Nob1	RNA-binding protein NOB1	701.6528931	419.115387	543.5308838	676.2503662	473.2476807	1022.719238	509.1637268	566.8599854	650.6734009	434.9782104	620.9284668	631.401123	553.4710693	563.940918	444.9389954
Q8BW11	Prss58	Putative inactive serine protease 58	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8BW41	Pomgnt2	Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2	864.5245972	1656.166016	1279.365601	1346.88562	1262.491455	693.0668335	1032.201294	1030.049072	855.2053223	1216.526367	1198.469849	809.7141113	1056.878296	973.0859985	1069.273926
Q8BW70	Usp38	Ubiquitin carboxyl-terminal hydrolase 38	205.1170959	150.7679138	256.3196716	179.41362	182.6998596	396.2824097	327.8681946	361.1542664	272.5976563	249.1177063	325.3873291	276.3878174	261.5779724	311.8812866	239.9750061
Q8BW75	Maob	Amine oxidase [flavin-containing] B	8967.290039	10288.48047	8709.367188	10369.02051	14686.66699	2698.484863	4977.635742	4770.450195	4687.615234	5006.288086	5023.949707	4338.647949	4414.791504	7802.84375	8154.735352
Q8BW94	Dnah3	Dynein axonemal heavy chain 3	500.045929	573.8193359	431.0435791	845.4396362	654.9851074	140.4884491	452.4449158	202.9266815	343.2474365	364.3877258	343.0105286	255.3100586	145.1091766	150.5906067	328.7609253
Q8BW96	Camk1d	Calcium/calmodulin-dependent protein kinase type 1D	4135.366699	3671.969971	4119.293945	2835.598633	2998.403564	5922.853516	4672.827148	5025.896484	5249.628418	4479.84082	4858.834473	3665.625244	4391.96875	5022.969238	3105.799316
Q8BWC0	Tpcn2	Two pore channel protein 2	232.682251	NaN	227.5315247	41.96716309	382.9136047	463.3569336	225.8559113	542.4796143	295.2987366	252.5982208	137.120163	248.4264526	NaN	NaN	NaN
Q8BWD8	Cdk19	Cyclin-dependent kinase 19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8BWF0	Aldh5a1	Succinate-semialdehyde dehydrogenase, mitochondrial	3295.317627	2632.089844	2925.663086	4645.759766	5019.771973	1348.979492	1716.321045	1828.616333	2041.631104	1782.082886	1564.391724	3085.936035	3705.954834	3772.108398	3539.574951
Q8BWF2;Q99MI6	Gimap5;Gimap3	GTPase IMAP family member 5;GTPase IMAP family member 3	NaN	NaN	158.6309662	191.153244	226.1399689	115.9715576	203.4445343	203.0118713	155.6713867	254.4607544	85.88066101	59.94154739	182.1613464	293.2649841	146.1801605
Q8BWG8	Arrb1	Beta-arrestin-1	4697.97998	4417.069336	4712.272461	4475.764648	4812.327148	3780.875488	4231.889648	4611.146973	2937.914551	5173.14502	5872.478516	4425.625488	5344.584473	5715.526855	4050.099854
Q8BWH0	Slc38a7	Sodium-coupled neutral amino acid transporter 7	364.2333069	801.50354	544.6051636	451.4854126	569.4232178	989.9858398	1043.271118	1294.925049	757.4144897	579.7457275	621.8588257	689.0248413	744.6567993	533.0860596	593.8136597
Q8BWJ3	Phka2	Phosphorylase b kinase regulatory subunit alpha, liver isoform	2027.214478	2504.283447	2424.100098	3245.391846	2854.443359	1107.165039	1664.820313	1660.840698	1400.557251	1700.720947	1609.817505	1210.556274	1321.274414	1835.265503	2153.709473
Q8BWL5	Rbms3	RNA-binding motif, single-stranded-interacting protein 3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8BWM0	Ptges2	Prostaglandin E synthase 2	2057.798828	1646.912354	2456.368896	3617.830566	4086.967529	2369.42627	1693.828003	1865.517944	2529.435547	1426.011475	937.0059204	1700.792847	2469.431641	1974.630737	2663.399414
Q8BWN8	Acot4	Peroxisomal succinyl-coenzyme A thioesterase	779.1923828	620.2617188	1047.040161	1492.985107	1923.815796	273.4887695	241.6096039	263.8711548	174.4217377	254.7732849	355.2136536	399.8575439	562.4108276	372.9706116	510.3545532
Q8BWP5	Ttpa	Alpha-tocopherol transfer protein	1584.563843	6588.616699	3892.471191	2940.70166	976.1725464	1195.895508	2301.046143	1843.553833	410.2356873	1246.18042	1974.604248	3446.212402	2568.397461	2391.742432	27652.04688
Q8BWP8	B4gat1	Beta-1,4-glucuronyltransferase 1	629.0564575	879.4763794	646.6347046	687.4572754	717.8233643	599.4778442	871.6326294	658.8487549	772.4159546	730.5246582	662.9744873	520.0097046	782.6645508	399.5024109	602.5675659
Q8BWQ1	Ugt2a3	UDP-glucuronosyltransferase 2A3	196.818161	653.6629028	599.3258057	164.4605713	64.94459534	NaN	NaN	56.57126236	NaN	NaN	NaN	75.7951355	NaN	NaN	1506.397461
Q8BWQ5	Dclk3	Serine/threonine-protein kinase DCLK3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q8BWQ6	Vps35l	VPS35 endosomal protein-sorting factor-like	2518.279297	3016.417969	3079.010742	3075.410889	3037.09082	4071.667236	2649.362061	3345.96875	3360.950928	3188.665039	2593.053223	2618.513672	2571.405762	2570.44873	2726.842285
Q8BWR2	Pithd1	PITH domain-containing protein 1	2682.322754	2074.182861	2273.841064	2078.553711	2000.78894	1663.519653	1846.264648	1543.118408	1602.917236	1723.243896	2297.599121	1752.581055	2382.407227	2017.80188	2211.331055
Q8BWR4	Usp40	Ubiquitin carboxyl-terminal hydrolase 40	352.0387573	314.632782	342.2195129	314.6352539	306.6009827	336.9569092	357.4220581	296.5466003	306.0986938	354.140564	258.3821411	338.3552246	158.2077789	297.6780396	397.9057007
Q8BWS5	Gprin3	G protein-regulated inducer of neurite outgrowth 3	802.8727417	572.2427979	630.743042	1376.255859	609.3793335	667.000061	1377.08313	980.2052612	751.9069824	1052.498535	1129.137817	1131.735474	1768.322876	772.7108765	936.7644653
Q8BWT1	Acaa2	3-ketoacyl-CoA thiolase, mitochondrial	34139.83594	35911.13672	41518.45313	42273.19141	35643.05078	20870.76563	40111.99219	33188.29297	33969.54688	29054.26172	27314.29883	37682.40625	45668.38281	35997.11328	66900.58594
Q8BWT5	Dip2a	Disco-interacting protein 2 homolog A	710.6112061	905.4763794	765.5480957	904.7913208	802.395813	941.1100464	740.2098389	997.4064331	894.7266235	802.4991455	807.5845337	700.5629883	659.1318359	727.8842163	824.8865967
Q8BWU5	Osgep	tRNA N6-adenosine threonylcarbamoyltransferase	1313.951294	1099.981445	1260.621704	1490.27478	1503.457642	1734.236328	1015.533569	1313.124023	1387.154785	1410.405884	959.5274048	1127.915771	1438.460938	1365.434814	1332.748901
Q8BWU8	Etnppl	Ethanolamine-phosphate phospho-lyase	163.3057709	241.0829773	106.6089783	25.82543182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	126.6243973	NaN	NaN	1028.457642
Q8BWW4	Larp4	La-related protein 4	502.7755127	479.692688	566.8731689	415.1716614	414.5009766	672.175354	663.0570679	792.105957	524.2034302	486.4595337	440.119751	672.6057739	435.8730774	451.8027954	557.6604004
Q8BWW9	Pkn2	Serine/threonine-protein kinase N2	990.4603882	1143.559692	963.1472778	1240.820923	981.4118042	769.6723022	1055.700439	1041.46228	684.5027466	1262.207275	947.9412231	1000.096313	1168.262329	1266.640137	1211.648438
Q8BWY2	Clec1a	C-type lectin domain family 1 member A	197.993927	220.5480042	218.6187592	461.7268677	191.2965088	156.5207214	167.232254	82.93172455	153.9325409	154.0888824	229.3300018	190.2796631	615.4171753	53.34347534	135.7701111
Q8BWY3	Etf1	Eukaryotic peptide chain release factor subunit 1	3459.066406	3629.640869	3942.738525	3458.288574	3422.228027	6357.311035	4201.971191	4661.861816	5442.845215	5945.66748	4646.903809	4985.652344	4345.634766	5239.904785	4367.21875
Q8BWY4	Mblac1	Metallo-beta-lactamase domain-containing protein 1	1520.200195	629.8363647	793.7685547	872.5078735	1143.824585	736.8411865	497.6326599	457.5328369	626.2268066	752.2104492	922.4813232	842.065979	832.9949341	1010.031372	1113.640747
Q8BWY7	Slc39a11	Zinc transporter ZIP11	NaN	692.1142578	473.6847534	NaN	NaN	925.7744751	600.2409668	541.1438599	127.333313	457.6719666	619.5371094	NaN	635.6506348	NaN	NaN
Q8BWY9	Cip2a	Protein CIP2A	NaN	NaN	NaN	NaN	NaN	472.7359619	268.6997986	389.5043945	240.026825	NaN	NaN	NaN	318.5979614	NaN	NaN
Q8BWZ3	Naa25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	2527.818115	2789.961182	2645.386963	3140.500244	3159.623779	4567.28418	2388.789307	2785.487305	3730.644531	3246.932861	2710.57251	3287.022461	3285.51001	2716.228516	2519.44458
Q8BX02	Kank2	KN motif and ankyrin repeat domain-containing protein 2	3885.610352	4043.187744	3543.764648	4085.378906	3610.633789	2136.530273	4339.429688	3711.046875	2585.210938	3582.526367	3305.355957	3733.814941	2455.396484	3673.607422	3694.878906
Q8BX05	Gk5	Glycerol kinase 5	128.2111053	197.3560944	285.1141357	206.2359314	166.5393066	NaN	583.8345947	290.8781738	175.2732544	458.6677856	NaN	532.8045044	282.8138733	222.1013947	NaN
Q8BX09	Rbbp5	Retinoblastoma-binding protein 5	1571.366211	1425.02124	1668.643066	1309.439087	1371.435059	2958.695801	1341.86792	1514.419556	1867.030273	1703.338867	1293.084961	1308.378296	1613.930786	1450.675659	1120.350342
Q8BX10	Pgam5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1145.715576	1349.995361	1256.393066	1398.526123	1576.228027	1734.890869	2022.570679	1964.508911	1207.996704	1556.482788	1269.553711	2016.184204	1271.368774	1409.639893	1269.478149
Q8BX17	Gemin5	Gem-associated protein 5	349.0513306	319.7876892	329.546936	342.7136841	300.9651489	426.9517822	363.1092529	430.4508972	409.1222229	442.5578003	418.0254211	280.8040771	337.7171326	281.2536316	324.4335938
Q8BX57	Pxk	PX domain-containing protein kinase-like protein	293.8885193	370.6581726	898.0396729	556.9631348	665.2437134	457.4922791	261.9311218	567.2457886	445.3346252	397.5231018	468.534668	549.6374512	852.0005493	786.6270142	456.1852417
Q8BX65	Mdfic	MyoD family inhibitor domain-containing protein	NaN	NaN	253.5679321	204.4248047	99.03612518	NaN	NaN	NaN	489.9246826	733.0100098	803.9423828	254.6666718	NaN	338.5219727	433.4569092
Q8BX70	Vps13c	Intermembrane lipid transfer protein VPS13C	9046.05957	8344.755859	7630.398926	12065.88086	12098.12207	5376.892578	6770.045898	5513.000488	6363.50293	7790.040527	7707.466797	8490.058594	8086.44873	11053.6582	9478.87207
Q8BX80	Engase	Cytosolic endo-beta-N-acetylglucosaminidase	988.4570923	1426.258301	1281.886475	1480.703247	1325.074219	2790.523926	1414.971802	1968.989136	2304.216553	1728.106689	1390.307495	1227.484375	1078.307495	1219.436157	1426.587158
Q8BX90	Fndc3a	Fibronectin type-III domain-containing protein 3A	1015.411926	1361.193359	1001.393127	915.1448975	1214.232788	1811.611938	1077.494873	1327.881226	1635.278931	1268.431885	873.0904541	1031.992554	1099.067627	1015.435852	1077.912598
Q8BX94	Osbpl2	Oxysterol-binding protein-related protein 2	291.3777161	419.9276733	451.0062866	435.5664368	499.9584656	442.37146	275.2595215	464.8015442	406.3350525	430.4108582	321.0675964	393.1337891	425.9584961	362.1019897	394.2447205
Q8BXA1	Golim4	Golgi integral membrane protein 4	706.2636108	1026.402344	951.3155518	857.0663452	803.3032227	1659.461304	1695.980225	1674.587769	991.8399048	1600.637573	1246.043823	1685.44397	983.8850708	834.2002563	1154.250488
Q8BXA5	Clptm1l	Lipid scramblase CLPTM1L	562.6917114	1048.362671	884.6508789	761.0925903	720.0490112	788.5875244	745.5203857	805.1763916	675.888916	708.0026855	747.6932983	815.086792	621.3206787	690.9707031	818.5664063
Q8BXB6	Slco2b1	Solute carrier organic anion transporter family member 2B1	220.6756439	318.3563843	140.5550995	280.2384949	247.0388641	349.0127869	405.6566162	446.5864563	204.1509247	300.4189453	119.4331741	220.3024902	477.531189	152.3867798	159.8154297
Q8BXC6	Commd2	COMM domain-containing protein 2	4304.538086	4484.774414	5192.212891	4893.902832	4519.830566	5820.25293	5373.517578	6323.212402	5152.787109	4020.27417	5099.608398	4182.214844	4264.419922	3767.357666	4783.966309
Q8BXJ9	Tmem62	Transmembrane protein 62	247.5622559	91.61180115	174.0353699	312.2621155	242.3170776	498.2239075	447.1060486	501.4988098	375.1092529	311.4780273	215.4832306	367.3463745	330.8885498	242.1104889	218.6396942
Q8BXK8	Agap1	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1	97.90842438	269.6152954	109.1830063	19.36359406	54.99956131	109.5169296	110.0659027	177.3508606	60.90404892	94.51030731	151.875	NaN	88.66829681	31.40542984	76.89182281
Q8BXK9	Clic5	Chloride intracellular channel protein 5	2638.285156	1388.9729	2563.38916	4104.054199	4029.040283	934.9509277	1757.435791	910.5274658	1348.482666	1695.185791	1686.94165	1594.413574	1948.655884	1886.493286	2303.05127
Q8BXL7	Arfrp1	ADP-ribosylation factor-related protein 1	133.1350403	148.0939331	132.8469849	225.7191925	254.5804138	363.2111816	259.4944458	407.7602844	228.6830139	294.5627747	62.89323425	145.5766296	331.3824158	138.2632294	205.6816254
Q8BXL9	Iffo1	Non-homologous end joining factor IFFO1	28530.47461	21118.57617	20563.55664	25980.0957	31895.15039	10424.65723	20825.02148	12095.82031	16146.20508	18101.16016	23839.85742	26629.91016	33450.10938	29510.68164	27414.86914
Q8BXN7	Ppm1k	Protein phosphatase Mn(2+)-dependent 1K	583.3166504	505.0966492	369.7705383	570.1906128	625.2687988	108.4554367	210.2160797	79.98153687	208.3606415	239.8837128	261.2818604	290.9619751	182.8122559	354.8019104	237.5711365
Q8BXN9	Tmem87a	Transmembrane protein 87A	1064.272949	1231.966064	1045.428467	896.7312622	903.0906372	1904.389526	1701.345337	1617.28894	1430.702148	1202.963135	1324.069092	1530.910645	774.6645508	846.8101807	950.0362549
Q8BXQ2	Pigt	GPI transamidase component PIG-T	1678.448486	2747.293945	1996.047729	2041.102051	2248.562744	1788.453979	2104.641113	1985.08252	1777.416992	2069.491211	1850.696411	1761.201904	1735.092163	1876.362305	1788.595459
Q8BXV2	Bri3bp	BRI3-binding protein	984.2149048	586.5484009	557.8435059	773.9589233	1041.10083	1328.136719	804.0645752	1103.414429	938.8547363	706.9115601	739.2219849	755.1450806	618.8265381	431.6795654	837.1870728
Q8BXZ1	Tmx3	Protein disulfide-isomerase TMX3	6425.578613	7877.901855	7498.526855	7353.27832	7942.985352	7992.026855	8011.904785	8910.943359	6708.19043	6966.807129	7117.391113	5979.291992	8321.242188	6150.418457	6564.708984
Q8BY35	Fgd2	FYVE, RhoGEF and PH domain-containing protein 2	177.3733826	155.9759369	153.8933716	80.46981812	142.8462524	252.7549896	289.4642334	448.8534241	344.2404785	326.179657	168.7967682	261.1208496	151.1043701	359.79776	234.8875732
Q8BY71	Hat1	Histone acetyltransferase type B catalytic subunit	62.67383957	150.9944305	113.9856873	131.469986	154.8615723	358.8899231	232.2978821	316.9321289	468.6006775	156.0997314	128.114212	175.4186554	220.5571899	85.61434937	130.0930023
Q8BY87	Usp47	Ubiquitin carboxyl-terminal hydrolase 47	6092.888672	5348.972656	6334.35791	6172.746582	6127.972168	8135.896484	6856.470703	6939.660156	7104.140137	6784.783203	6543.345215	6346.537598	7277.699219	7028.915039	7230.78418
Q8BY89	Slc44a2	Choline transporter-like protein 2	7673.150879	8528.071289	8205.489258	7283.26709	7170.239258	3513.633057	5447.234863	4444.226563	3887.768799	4998.742188	5856.429199	5800.382813	2867.739746	3816.175537	5054.78418
